course_credit_hour,course_date_end,course_date_start,course_dept,course_description,course_explorer_link,course_gened,course_hour_end,course_hour_start,course_location,course_name,course_num,course_room_num,course_semester,course_term,course_year,crn,prof_fname,prof_lname,section_info,section_num
3,2019-08-01Z,2019-06-10Z,MCB,"Online course that will provide transfer students with the essential bases in Molecular and Cellular Biology needed to succeed in the MCB core curriculum, when entering it at the sophomore level. Students will be exposed to the major concepts and the experimental aspects of MCB and be presented with an integrated view of a cell and its inner workings. In addition, a strong peer mentoring program will help students transitioning from their previous institutions by introducing them to the complex setting of a large undergraduate campus. Prerequisite: Successful completion of two semesters of college biology. Credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent, or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/215/36347.xml,,,ARRANGED,,Foundation in Mol & Cell Bio,215,,summer,S2,2019,36347,L,Levesque,"Prerequisite: Successful completion of two semesters of college biology. Credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent, or consent of instructor.",ONL
2,2019-08-01Z,2019-06-10Z,MCB,"Laboratory exploration of normal human anatomy and physiology and relevant disease processes for the following systems: tissue, skeletal, nervous, muscular, sensory, and endocrine. Previously dissected human cadavers are an important part of the learning experience in this course, but students will not dissect human cadavers. Neither animal dissection or animal use are elements of this course. Prerequisite: Credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent; or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/245/36048.xml,,12:50 PM,09:00 AM,Burrill Hall,Human Anat & Physiol Lab I,245,215,summer,S2,2019,36048,N,Handy,"Prerequisite: Credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent; or consent of instructor.",A  
2,2019-08-01Z,2019-06-10Z,MCB,"Laboratory exploration of normal human anatomy and physiology and relevant disease processes for the following systems: tissue, skeletal, nervous, muscular, sensory, and endocrine. Previously dissected human cadavers are an important part of the learning experience in this course, but students will not dissect human cadavers. Neither animal dissection or animal use are elements of this course. Prerequisite: Credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent; or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/245/36048.xml,,12:50 PM,09:00 AM,Burrill Hall,Human Anat & Physiol Lab I,245,215,summer,S2,2019,36048,J,Swigart,"Prerequisite: Credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent; or consent of instructor.",A  
3,2019-08-01Z,2019-06-10Z,MCB,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/250/30035.xml,,12:50 PM,12:00 PM,Burrill Hall,Molecular Genetics,250,124,summer,S2,2019,30035,J,Ikeda,"Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",AL1
3,2019-08-01Z,2019-06-10Z,MCB,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/250/30035.xml,,12:50 PM,12:00 PM,Burrill Hall,Molecular Genetics,250,124,summer,S2,2019,30035,N,Kirchner,"Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",AL1
3,2019-08-01Z,2019-06-10Z,MCB,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/250/30038.xml,,01:50 PM,01:00 PM,Burrill Hall,Molecular Genetics,250,106,summer,S2,2019,30038,E,Haywood,"Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",ADB
3,2019-08-01Z,2019-06-10Z,MCB,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/250/30038.xml,,01:50 PM,01:00 PM,Burrill Hall,Molecular Genetics,250,106,summer,S2,2019,30038,N,Kirchner,"Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",ADB
3,2019-08-01Z,2019-06-10Z,MCB,"Functional organization and physiology of cells and tissues, including cellular signaling, cellular interactions, and developmental processes. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment.  Additional fees may apply. See Class Schedule. Prerequisite: MCB 250 or equivalent with consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/MCB/252/39658.xml,,,ARRANGED,,"Cells, Tissues & Development",252,,summer,S2,2019,39658,D,Rivier,Additional fees may apply. See Class Schedule. Prerequisite: MCB 250 or equivalent with consent of instructor.,ONL
0,2019-08-01Z,2019-05-13Z,LAW,Approved for S/U grading only.,https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/LAW/599/36440.xml,,,ARRANGED,,Thesis Research,599,,summer,SF,2019,36440,R,Lawless,Approved for S/U grading only.,RL 
3,2019-08-01Z,2019-06-10Z,LING,Introduction to the theory and methodology of general linguistics; includes the various branches and applications of linguistics.,https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/LING/100/38812.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Intro to Language Science,100,,summer,S2,2019,38812,R,Bhatt,,U3 
0,2019-08-01Z,2019-07-08Z,LING,Explores the languages and cultures of the Muslim world through different co-curricular activities. Students will acquire a higher proficiency of the target language and exposure to other languages that are spoken within this region. They will expand their knowledge and gain a better understanding of the target culture as well as of those in the Muslim world. Only offered in conjunction with the Summer Institute for Languages of the Muslim World. Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/LING/110/39340.xml,,,ARRANGED,,Cultural Experiences of the Muslim World,110,,summer,S2B,2019,39340,M,Al-Ariqy,Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,B  
0,2019-08-01Z,2019-07-08Z,LING,Explores the languages and cultures of the Muslim world through different co-curricular activities. Students will acquire a higher proficiency of the target language and exposure to other languages that are spoken within this region. They will expand their knowledge and gain a better understanding of the target culture as well as of those in the Muslim world. Only offered in conjunction with the Summer Institute for Languages of the Muslim World. Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/LING/110/39340.xml,,,ARRANGED,,Cultural Experiences of the Muslim World,110,,summer,S2B,2019,39340,E,Saadah,Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,B  
0,2019-07-05Z,2019-06-10Z,LING,Explores the languages and cultures of the Muslim world through different co-curricular activities. Students will acquire a higher proficiency of the target language and exposure to other languages that are spoken within this region. They will expand their knowledge and gain a better understanding of the target culture as well as of those in the Muslim world. Only offered in conjunction with the Summer Institute for Languages of the Muslim World. Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/LING/110/39339.xml,,,ARRANGED,,Cultural Experiences of the Muslim World,110,,summer,S2A,2019,39339,M,Al-Ariqy,Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,A  
0,2019-07-05Z,2019-06-10Z,LING,Explores the languages and cultures of the Muslim world through different co-curricular activities. Students will acquire a higher proficiency of the target language and exposure to other languages that are spoken within this region. They will expand their knowledge and gain a better understanding of the target culture as well as of those in the Muslim world. Only offered in conjunction with the Summer Institute for Languages of the Muslim World. Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/LING/110/39339.xml,,,ARRANGED,,Cultural Experiences of the Muslim World,110,,summer,S2A,2019,39339,E,Saadah,Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated if SILMW language course varies.,A  
3,2019-08-01Z,2019-06-10Z,LAST,"Interdisciplinary introduction to the ways of life of Latin American peoples, their origins and current expressions; discusses social, economic issues, and domestic and international policies related to them in the context of other societies in developing countries.",https://courses.illinois.edu/cisapp/explorer/schedule/2019/summer/LAST/170/37436.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1NW"">Cultural Studies - Non-West</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Introduction to Latin America,170,,summer,S2,2019,37436,C,Burga Cahuana,,AME
