course_credit_hour,course_date_end,course_date_start,course_dept,course_description,course_explorer_link,course_gened,course_hour_end,course_hour_start,course_location,course_name,course_num,course_room_num,course_semester,course_term,course_year,crn,prof_fname,prof_lname,section_info,section_num
4,2020-07-10Z,2020-06-15Z,PERS,"General review of the essentials of grammar, selected reading of materials emphasizing Iranian life and culture, compositions, and practice in speech. 4 undergraduate hours. 4 graduate hours. Prerequisite: PERS 202.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PERS/403/34837.xml,,10:50 AM,09:00 AM,,Intermediate Persian I,403,,summer,S2A,2020,34837,T,Sanei,4 undergraduate hours. 4 graduate hours. Prerequisite: PERS 202.,A1 
5,2020-08-06Z,2020-06-15Z,PHYS,"Newton's Laws, work and energy, rotational motion, fluids, thermodynamics, and waves. A noncalculus-based approach for majors in the life sciences, preprofessional health programs, agriculture, and veterinary medicine. Credit is not given for both PHYS 101 and either PHYS 211 or PHYS 213. Prerequisite: Trigonometry.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PHYS/101/30232.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""NAT""><description>Natural Sciences &amp; Technology</description><ns2:genEdAttributes><genEdAttribute code=""1PS"">Nat Sci &amp; Tech - Phys Sciences</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""QR""><description>Quantitative Reasoning</description><ns2:genEdAttributes><genEdAttribute code=""1QR2"">Quantitative Reasoning II</genEdAttribute></ns2:genEdAttributes></category>",08:50 AM,08:00 AM,,College Physics: Mech & Heat,101,,summer,S2,2020,30232,R,Zich,Credit is not given for both PHYS 101 and either PHYS 211 or PHYS 213. Prerequisite: Trigonometry.,A  
5,2020-08-06Z,2020-06-15Z,PHYS,"Electric forces and fields, electric potential, electric circuits, magnetic forces and fields, geometrical optics, relativity,  and modern physics. A noncalculus-based approach for majors in the life sciences, preprofessional health programs, agriculture, and veterinary medicine. Credit is not given for both PHYS 102 and either PHYS 212 or PHYS 214. Prerequisite: PHYS 101.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PHYS/102/30239.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""NAT""><description>Natural Sciences &amp; Technology</description><ns2:genEdAttributes><genEdAttribute code=""1PS"">Nat Sci &amp; Tech - Phys Sciences</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""QR""><description>Quantitative Reasoning</description><ns2:genEdAttributes><genEdAttribute code=""1QR2"">Quantitative Reasoning II</genEdAttribute></ns2:genEdAttributes></category>",08:50 AM,08:00 AM,,College Physics: E&M & Modern,102,,summer,S2,2020,30239,J,Carrubba,Credit is not given for both PHYS 102 and either PHYS 212 or PHYS 214. Prerequisite: PHYS 101.,A  
0,2020-08-06Z,2020-05-18Z,LAW,Approved for S/U grading only.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/599/36440.xml,,,ARRANGED,,Thesis Research,599,,summer,SF,2020,36440,R,Lawless,Approved for S/U grading only.,RL 
0,2020-08-06Z,2020-05-18Z,LAW,Approved for S/U grading only.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/599/35970.xml,,,ARRANGED,,Thesis Research,599,,summer,SF,2020,35970,K,Rowell,Approved for S/U grading only.,AR 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/37185.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,37185,V,Winship,Approved for professional and graduate credit. May be repeated.,VW 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/37173.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,37173,P,Heald,Approved for professional and graduate credit. May be repeated.,PH 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/36420.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,36420,N,Sharpe,Approved for professional and graduate credit. May be repeated.,NS 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/40421.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,40421,M,Layser,Approved for professional and graduate credit. May be repeated.,ML 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/38498.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,38498,M,Frydman,Approved for professional and graduate credit. May be repeated.,MF 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/36454.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,36454,L,Wexler,Approved for professional and graduate credit. May be repeated.,LW 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/38992.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,38992,K,Bilz,Approved for professional and graduate credit. May be repeated.,KB 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/37984.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,37984,L,Reynolds,Approved for professional and graduate credit. May be repeated.,LR 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/38097.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,38097,J,Sharpe,Approved for professional and graduate credit. May be repeated.,JS 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/40412.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,40412,H,Hurd,Approved for professional and graduate credit. May be repeated.,HH 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/37548.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,37548,J,Kesan,Approved for professional and graduate credit. May be repeated.,JK 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/36476.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,36476,J,McClane,Approved for professional and graduate credit. May be repeated.,JM 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/37045.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,37045,E,Kordik,Approved for professional and graduate credit. May be repeated.,EK 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/38861.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,38861,E,Johnson,Approved for professional and graduate credit. May be repeated.,EJ 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/37544.xml,,05:30 PM,09:00 AM,,Seminars,798,,summer,LF,2020,37544,N,Sharpe,Approved for professional and graduate credit. May be repeated.,D  
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/38475.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,38475,A,Leipold,Approved for professional and graduate credit. May be repeated.,AL 
1,2020-08-06Z,2020-05-18Z,LAW,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/LAW/798/36526.xml,,,ARRANGED,,Seminars,798,,summer,LF,2020,36526,A,Aviram,Approved for professional and graduate credit. May be repeated.,AA 
1,2020-08-06Z,2020-05-18Z,ENG,"Internship or equivalent experience as it relates to the student's field of study. Student will complete a comprehensive written report, develop a website, and/or give an oral presentation that relates to his/her internship experience. 1 to 8 graduate hours. No professional credit. May be repeated in separate terms to a maximum of 8 hours.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/ENG/572/40617.xml,,,ARRANGED,,Professional Practicum,572,,summer,1,2020,40617,D,Andruczyk,1 to 8 graduate hours. No professional credit. May be repeated in separate terms to a maximum of 8 hours.,PE 
4,2020-08-06Z,2020-06-15Z,ECE,"Analog signal processing, with an emphasis on underlying concepts from circuit and system analysis: linear systems; review of elementary circuit analysis; differential equation models of linear circuits and systems; Laplace transform; convolution; stability; phasors; frequency response; Fourier series; Fourier transform; active filters; AM radio. Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/ECE/210/40788.xml,,,ARRANGED,,Analog Signal Processing,210,,summer,S2,2020,40788,X,Chen,Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.,ONL
4,2020-08-06Z,2020-06-15Z,ECE,"Analog signal processing, with an emphasis on underlying concepts from circuit and system analysis: linear systems; review of elementary circuit analysis; differential equation models of linear circuits and systems; Laplace transform; convolution; stability; phasors; frequency response; Fourier series; Fourier transform; active filters; AM radio. Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/ECE/210/40788.xml,,,ARRANGED,,Analog Signal Processing,210,,summer,S2,2020,40788,X,Chen,Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.,ONL
4,2020-08-06Z,2020-06-15Z,ECE,"Analog signal processing, with an emphasis on underlying concepts from circuit and system analysis: linear systems; review of elementary circuit analysis; differential equation models of linear circuits and systems; Laplace transform; convolution; stability; phasors; frequency response; Fourier series; Fourier transform; active filters; AM radio. Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/ECE/210/40789.xml,,,ARRANGED,,Analog Signal Processing,210,,summer,S2,2020,40789,X,Chen,Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.,ON1
4,2020-08-06Z,2020-06-15Z,ECE,"Analog signal processing, with an emphasis on underlying concepts from circuit and system analysis: linear systems; review of elementary circuit analysis; differential equation models of linear circuits and systems; Laplace transform; convolution; stability; phasors; frequency response; Fourier series; Fourier transform; active filters; AM radio. Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/ECE/210/40789.xml,,,ARRANGED,,Analog Signal Processing,210,,summer,S2,2020,40789,X,Chen,Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.,ON1
4,2020-08-06Z,2020-06-15Z,ECE,"Analog signal processing, with an emphasis on underlying concepts from circuit and system analysis: linear systems; review of elementary circuit analysis; differential equation models of linear circuits and systems; Laplace transform; convolution; stability; phasors; frequency response; Fourier series; Fourier transform; active filters; AM radio. Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/ECE/210/30413.xml,,11:20 AM,10:00 AM,,Analog Signal Processing,210,,summer,S2,2020,30413,X,Chen,Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.,AL1
4,2020-08-06Z,2020-06-15Z,FSHN,"Introduction to the management of commercial and noncommerical foodservice systems through the operation of Bevier Cafe. Students experience managing the procurement, production and service of food, as well as the sanitation and maintenance of equipment and facilities. Prerequisite: FSHN 232 and credit or concurrent registration in FSHN 349 and FSHN 345.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/FSHN/340/31264.xml,,11:50 AM,10:00 AM,,Food Production and Service,340,,summer,S2,2020,31264,J,Brotherton,Prerequisite: FSHN 232 and credit or concurrent registration in FSHN 349 and FSHN 345.,AL1
1,2020-08-06Z,2020-05-18Z,CHLH,"Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in same or separate semesters, if topics vary.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/494/40898.xml,,,ARRANGED,,Special Topics,494,,summer,1,2020,40898,B,Adamson,"1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in same or separate semesters, if topics vary.",IE2
1,2020-08-06Z,2020-05-18Z,CHLH,"Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in same or separate semesters, if topics vary.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/494/40897.xml,,,ARRANGED,,Special Topics,494,,summer,1,2020,40897,B,Adamson,"1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in same or separate semesters, if topics vary.",IE1
1,2020-08-06Z,2020-06-15Z,CHLH,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/587/37356.xml,,,ARRANGED,,MPH Applied Practice Experience,587,,summer,S2,2020,37356,B,Adamson,Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.,B  
1,2020-08-06Z,2020-06-15Z,CHLH,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/587/37356.xml,,,ARRANGED,,MPH Applied Practice Experience,587,,summer,S2,2020,37356,N,DelMastro-Jeffery,Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.,B  
1,2020-08-06Z,2020-06-15Z,CHLH,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/587/37356.xml,,,ARRANGED,,MPH Applied Practice Experience,587,,summer,S2,2020,37356,J,Kaplan,Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.,B  
1,2020-06-12Z,2020-05-18Z,CHLH,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/587/37355.xml,,,ARRANGED,,MPH Applied Practice Experience,587,,summer,S1,2020,37355,B,Adamson,Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.,A  
1,2020-06-12Z,2020-05-18Z,CHLH,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/587/37355.xml,,,ARRANGED,,MPH Applied Practice Experience,587,,summer,S1,2020,37355,N,DelMastro-Jeffery,Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.,A  
1,2020-06-12Z,2020-05-18Z,CHLH,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CHLH/587/37355.xml,,,ARRANGED,,MPH Applied Practice Experience,587,,summer,S1,2020,37355,J,Kaplan,Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.,A  
3,2020-08-06Z,2020-06-15Z,CS,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213. Prerequisite: One of CS 125, ECE 220; one of MATH 220, MATH 221.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CS/173/40518.xml,,03:15 PM,02:00 PM,,Discrete Structures,173,,summer,S2,2020,40518,P,Lin,"Credit is not given for both CS 173 and MATH 213. Prerequisite: One of CS 125, ECE 220; one of MATH 220, MATH 221.",BL1
3,2020-08-06Z,2020-06-15Z,CS,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213. Prerequisite: One of CS 125, ECE 220; one of MATH 220, MATH 221.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CS/173/36796.xml,,12:15 PM,11:00 AM,,Discrete Structures,173,,summer,S2,2020,36796,I,Ludden,"Credit is not given for both CS 173 and MATH 213. Prerequisite: One of CS 125, ECE 220; one of MATH 220, MATH 221.",AL1
1,2020-08-06Z,2020-05-18Z,CS,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CS/498/40004.xml,,,ARRANGED,,Special Topics,498,,summer,SF,2020,40004,J,Hart,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.,DV 
3,2020-08-06Z,2020-05-18Z,CS,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 233 or CS 240; CS 374.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CS/421/30794.xml,,,ARRANGED,,Programming Languages & Compilers,421,,summer,SF,2020,30794,M,Beckman,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 233 or CS 240; CS 374.,P4 
3,2020-08-06Z,2020-06-15Z,CS,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CS/411/40317.xml,,12:15 PM,11:00 AM,,Database Systems,411,,summer,S2,2020,40317,A,Alawini,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.,S3 
3,2020-08-06Z,2020-06-15Z,CLCV,"Survey of American minority cultures and the reception of Greco-Roman culture in literature, film, and politics, with brief units of historical concentration on ancient slavery and proto-racism, Harvard's Indian College, early African-American poets, novelists, educators, and classicists, the Greco-Roman heritage of the Ku Klu Klan, and Civil Rights Movement leaders like Martin Luther King, Jr., Huey P. Newton, and Eldridge Cleaver. Other highlights include Derek Walcott's Caribbean/Homeric Omeros, Erin Gruwell's mixed-race Freedom Writers, and Spike Lee's Chi-Raq.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/CLCV/224/40510.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1US"">Cultural Studies - US Minority</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""HUM""><description>Humanities &amp; the Arts</description><ns2:genEdAttributes><genEdAttribute code=""1LA"">Humanities – Lit &amp; Arts</genEdAttribute></ns2:genEdAttributes></category>",02:20 PM,01:00 PM,,American Race and Ethnicity in the Classical Tradition,224,,summer,S2,2020,40510,K,Merkley,,B  
