course_credit_hour,course_date_end,course_date_start,course_dept,course_description,course_explorer_link,course_gened,course_hour_end,course_hour_start,course_location,course_name,course_num,course_room_num,course_semester,course_term,course_year,crn,prof_fname,prof_lname,section_info,section_num,section_type
3,2018-01-13Z,2017-12-22Z,MACS,"Examines the notion that the mass media influence our development as gendered individuals, looking at those who argue for and against this notion. Considers different forms of feminist theory applied to the study of mass media, the history and scholarly criticisms of the media and their portrayal of women, and feminist attempts to create alternatives to mainstream media images. Throughout, the course considers representation of minorities in the dominant media and examines newly created alternative representations. Same as GWS 356.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/MACS/356/10011.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1WCC"">Cultural Studies - Western</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Sex & Gender in Popular Media,356,,winter,1,2018,10011,M,Grosse,Same as GWS 356.,A  ,Online
3,2018-01-13Z,2017-12-22Z,DANC,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/DANC/100/10027.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1WCC"">Cultural Studies - Western</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""HUM""><description>Humanities &amp; the Arts</description><ns2:genEdAttributes><genEdAttribute code=""1LA"">Humanities – Lit &amp; Arts</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Intro to Contemporary Dance,100,,winter,1,2018,10027,R,Ferrell,For non-dance majors.,OL1,Online
3,2018-01-13Z,2017-12-22Z,DANC,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/DANC/100/10027.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1WCC"">Cultural Studies - Western</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""HUM""><description>Humanities &amp; the Arts</description><ns2:genEdAttributes><genEdAttribute code=""1LA"">Humanities – Lit &amp; Arts</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Intro to Contemporary Dance,100,,winter,1,2018,10027,C,Maybee,For non-dance majors.,OL1,Online
4,2018-01-13Z,2017-12-22Z,SPAN,"Continued development of reading, writing and conversational skills. This is considered a third level course for purposes of fulfilling the University General Education Language requirement. Credit is not given for both SPAN 130 and SPAN 103. Prerequisite: SPAN 122 or equivalent placement score.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/SPAN/130/10039.xml,,,ARRANGED,,Intermediate Spanish,130,,winter,1,2018,10039,M,Gonzalez Boluda,Credit is not given for both SPAN 130 and SPAN 103. Prerequisite: SPAN 122 or equivalent placement score.,A  ,Online
3,2018-01-13Z,2017-12-22Z,CHLH,"Examines concepts of health and health promotion in contemporary society with emphasis on a healthy lifestyle for individuals and groups. Topics include self care, health insurance, exercise, nutrition and weight control, sexuality, contraception, tobacco, alcohol, cardiovascular health, infectious diseases, and cancer.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/CHLH/100/10028.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Contemporary Health,100,,winter,1,2018,10028,J,Trask,,ON ,Online
3,2018-01-13Z,2017-12-22Z,ACE,"Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ACE/240/10035.xml,,,ARRANGED,,Personal Financial Planning,240,,winter,1,2018,10035,P,Stoddard,Prerequisite: Sophomore standing or consent of instructor.,ONL,Online
3,2018-01-13Z,2017-12-22Z,GWS,Same as MACS 356. See MACS 356.,https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/GWS/356/10012.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1WCC"">Cultural Studies - Western</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Sex & Gender in Popular Media,356,,winter,1,2018,10012,M,Grosse,Same as MACS 356. See MACS 356.,A  ,Online
3,2018-01-13Z,2017-12-22Z,ECON,"Microeconomic analysis including value and distribution theory; analysis of the pricing of the factors of production integrated in a micro-general equilibrium context which builds towards explaining the resource allocation process. Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ECON/302/10026.xml,,,ARRANGED,,Inter Microeconomic Theory,302,,winter,1,2018,10026,B,Buckley,"Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",ONL,Online
3,2018-01-13Z,2017-12-22Z,HDFS,Same as GWS 100 and SOC 130. See GWS 100.,https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/HDFS/140/10043.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Intro Gender & Women's Studies,140,,winter,1,2018,10043,C,Cole,Same as GWS 100 and SOC 130. See GWS 100.,AA ,Online
3,2018-01-13Z,2017-12-22Z,GWS,"Interdisciplinary introduction to the study of gender, women, and sexuality. Addresses issues such as social experience, representation and popular culture, femininities and masculinities, family structure, education, employment, economics, literature and the arts, religion, history, and technology. Explores interrelationships of race, ethnicity, sexuality, gender, ability, and age from a transnational perspective. Same as HDFS 140 and SOC 130.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/GWS/100/10042.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Intro Gender & Women's Studies,100,,winter,1,2018,10042,C,Cole,Same as HDFS 140 and SOC 130.,AA ,Online
3,2018-01-13Z,2017-12-22Z,GLBL,Same as ESE 118 and GEOL 118. See GEOL 118.,https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/GLBL/118/10009.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""NAT""><description>Natural Sciences &amp; Technology</description><ns2:genEdAttributes><genEdAttribute code=""1PS"">Nat Sci &amp; Tech - Phys Sciences</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Natural Disasters,118,,winter,1,2018,10009,S,Altaner,Same as ESE 118 and GEOL 118. See GEOL 118.,A  ,Online
3,2018-01-13Z,2017-12-22Z,GLBL,"Foundation course for understanding a range of contemporary issues and learning to analyze them from multiple disciplinary perspectives. Students consider globalizing trends within themes of wealth and poverty; population, cultures, and human rights; environment and sustainability; and governance, conflict, and cooperation. Course objectives are to enhance knowledge of human cultures, their interactions and impacts on the world; develop skills for successfully negotiating realities of contemporary societies; and promote values for global learning, diversity, and sustainable futures.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/GLBL/100/10054.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1WCC"">Cultural Studies - Western</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Intro to Global Studies,100,,winter,1,2018,10054,C,Fogelman,,CF ,Online
3,2018-01-13Z,2017-12-22Z,SOC,"An exploration of current questions of gender and their applications to students today. The course will focus primarily on the United States emphasizing individual, interactional, and institutional aspects of the social world. Topics for study include sociological research on femininities, masculinities, gendered bodies, socialization, work, family, politics, sport, and sexualities.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/SOC/101/10048.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Sociology of Gender,101,,winter,1,2018,10048,J,Krueger,,01 ,Online
3,2018-01-13Z,2017-12-22Z,ECON,"Introduction to the functions of individual decision-makers, both consumers and producers, within the larger economic system. Primary emphasis on the nature and functions of product markets, the theory of the firm under varying conditions of competition and monopoly, and the role of government in prompting efficiency in the economy. Credit is not given for ECON 102 and ACE 100.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ECON/102/10019.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Microeconomic Principles,102,,winter,1,2018,10019,J,Vazquez,Credit is not given for ECON 102 and ACE 100.,ONL,Online
4,2018-01-13Z,2017-12-22Z,SOC,"Examination of how societies grow and change; reciprocal effects of economic, political, community, familial, and scientific institutions on each other and on individual life changes; and social conflict, problems of bureaucratic growth and planned and unplanned social change.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/SOC/100/10018.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Introduction to Sociology,100,,winter,1,2018,10018,D,Steward,,ONL,Online
3,2018-01-13Z,2017-12-22Z,ECON,"The modern theory of the determination of the level and rate of growth of income, employment, output, and the price level; discusses alternate fiscal and monetary policies to facilitate full employment and economic growth. Prerequisite: ECON 102, ECON 103. Recommended: MATH 125; one of MATH 220, MATH 221, MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ECON/303/10052.xml,,,ARRANGED,,Inter Macroeconomic Theory,303,,winter,1,2018,10052,J,Petry,"Prerequisite: ECON 102, ECON 103. Recommended: MATH 125; one of MATH 220, MATH 221, MATH 234.",ONL,Online
3,2018-01-13Z,2017-12-22Z,BADM,"Introduction to law and the legal system, tort law, products liability, agency law, introduction to business organizations, introduction to government regulation, securities regulation, antitrust law.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/BADM/300/10013.xml,,,ARRANGED,,The Legal Environment of Bus,300,,winter,1,2018,10013,M,Fricke,,A  ,Online
3,2018-01-13Z,2017-12-22Z,BADM,"Explores methods of design and management of manufacturing and service business processes; central concepts include managing process-speed, -capacity, -inventory, and -uncertainty; additional topics include simultaneous product and process design, and an introduction to quality management, process improvement and lean thinking.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/BADM/375/10016.xml,,,ARRANGED,,Business Process Management,375,,winter,1,2018,10016,D,Chhajed,,A  ,Online
3,2018-01-13Z,2017-12-22Z,SOC,Same as GWS 100 and HDFS 140. See GWS 100.,https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/SOC/130/10044.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Intro Gender & Women's Studies,130,,winter,1,2018,10044,C,Cole,Same as GWS 100 and HDFS 140. See GWS 100.,AA ,Online
3,2018-01-13Z,2017-12-22Z,ECON,"Introduction of basic concepts in statistics including the presentation of data, descriptive statistics, probability theory, discrete and continuous distributions, sampling distributions, estimation, and hypothesis testing. The approach of the class includes both learning the concepts behind basic statistics and also how to apply these concepts in ""real-life"" situations. Utilizes a practical project format. To complete the Business Statistics sequence, students must also complete ECON 203. Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ECON/202/10051.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""QR""><description>Quantitative Reasoning</description><ns2:genEdAttributes><genEdAttribute code=""1QR1"">Quantitative Reasoning I</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Economic Statistics I,202,,winter,1,2018,10051,C,Schultz,"Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",ONL,Online
3,2018-01-13Z,2017-12-22Z,ATMS,"Most extreme manifestations of weather and climate are analyzed in terms of their physical basis and their historical, economic and human consequences. Emphasis is placed on the interplay between technological advances, the evolution of meteorology as a science, and the impacts of extreme weather (winter storms, floods, severe thunderstorms, hurricanes, El Nino). Technological advances include satellites, weather radars and profilers, and computer models used for weather prediction. Same as ESE 120.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ATMS/120/10002.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""NAT""><description>Natural Sciences &amp; Technology</description><ns2:genEdAttributes><genEdAttribute code=""1PS"">Nat Sci &amp; Tech - Phys Sciences</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""QR""><description>Quantitative Reasoning</description><ns2:genEdAttributes><genEdAttribute code=""1QR2"">Quantitative Reasoning II</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Severe and Hazardous Weather,120,,winter,1,2018,10002,E,Snodgrass,Same as ESE 120.,ONL,Online
3,2018-01-13Z,2017-12-22Z,ECON,"Continuation of ECON 202. Builds upon point and interval estimation as well as hypothesis testing skills first introduced in ECON 202. Utilizes a practical project format to extend the student skill set to include simple and multiple linear regression and time series techniques. Prerequisite: ECON 202; one of MATH 220, MATH 221, MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ECON/203/10021.xml,,,ARRANGED,,Economic Statistics II,203,,winter,1,2018,10021,J,Petry,"Prerequisite: ECON 202; one of MATH 220, MATH 221, MATH 234.",ONL,Online
3,2018-01-13Z,2017-12-22Z,GEOG,"Introduction to the complex relationship between people and the natural environment from a social science perspective. Explores different approaches to environmental issues, and examines the role of population change, political economy, technologies, environmental policymaking, and social institutions in causing and resolving contemporary social and environmental global issues. Same as ESE 210.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/GEOG/210/10004.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Social & Environmental Issues,210,,winter,1,2018,10004,R,Zaimi,Same as ESE 210.,ONL,Online
3,2018-01-13Z,2017-12-22Z,ESE,Same as GEOL 117. See GEOL 117.,https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ESE/117/10050.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""NAT""><description>Natural Sciences &amp; Technology</description><ns2:genEdAttributes><genEdAttribute code=""1PS"">Nat Sci &amp; Tech - Phys Sciences</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,The Oceans,117,,winter,1,2018,10050,J,Pettijohn,Same as GEOL 117. See GEOL 117.,A  ,Online
4,2018-01-13Z,2017-12-22Z,SPAN,"Introduction to Spanish in business, law, medical, education & social service fields, with a focus on the importance of bilingualism in the U.S., strategies for lifelong learning, and culture considerations. The development of functional use of Spanish within the professional context is the major focus of the course. This is considered a fourth level course for purposes of fulfilling the University General Education Language requirement. Credit is not given for both SPAN 141 and SPAN 142. Prerequisite: SPAN 130 (formerly numbered 103), equivalent course, or placement score.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/SPAN/142/10040.xml,,,ARRANGED,,Spanish in the Professions,142,,winter,1,2018,10040,F,Henshaw,"Credit is not given for both SPAN 141 and SPAN 142. Prerequisite: SPAN 130 (formerly numbered 103), equivalent course, or placement score.",A  ,Online
3,2018-01-13Z,2017-12-22Z,ECON,"Introduction to the theory of determination of total or aggregate income, employment, output, price levels, and the role of money in the economy. Primary emphasis on monetary and fiscal policy, inflation, unemployment, economic growth, and international economics.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/ECON/103/10020.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Macroeconomic Principles,103,,winter,1,2018,10020,E,McDermott,,ONL,Online
3,2018-01-13Z,2017-12-22Z,MUS,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. Prerequisite: For non-music majors only.",https://courses.illinois.edu/cisapp/explorer/schedule/2018/winter/MUS/130/10031.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1WCC"">Cultural Studies - Western</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""HUM""><description>Humanities &amp; the Arts</description><ns2:genEdAttributes><genEdAttribute code=""1LA"">Humanities – Lit &amp; Arts</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Introd to the Art of Music,130,,winter,1,2018,10031,G,Magee,Prerequisite: For non-music majors only.,A  ,Online
