course_credit_hour,course_date_end,course_date_start,course_dept,course_description,course_explorer_link,course_gened,course_hour_end,course_hour_start,course_location,course_name,course_num,course_room_num,course_semester,course_term,course_year,crn,prof_fname,prof_lname,section_info,section_num,section_type
3,2020-01-17Z,2019-12-23Z,GEOL,"Introduces the nature, causes, risks, effects, and prediction of natural disasters including earthquakes, volcanoes, landslides, subsidence, global climate change, severe weather, coastal erosion, floods, mass extinctions, and meteorite  impacts; covers scientific principles and case histories of natural disasters as well as human responses (societal impact, mitigation strategies, and public policy). Same as ESE 118 and GLBL 118.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/GEOL/118/10007.xml,NAT,,ARRANGED,,Natural Disasters,118,,winter,1,2020,10007,S,Altaner,Same as ESE 118 and GLBL 118.,A  ,Online
3,2020-01-17Z,2019-12-23Z,GEOG,"Introduction to the complex relationship between people and the natural environment from a social science perspective. Explores different approaches to environmental issues, and examines the role of population change, political economy, technologies, environmental policymaking, and social institutions in causing and resolving contemporary social and environmental global issues. Same as ESE 210.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/GEOG/210/10004.xml,SBS,,ARRANGED,,Social & Environmental Issues,210,,winter,1,2020,10004,D,Liu,Same as ESE 210.,ONL,Online
3,2020-01-17Z,2019-12-23Z,ESE,"Equips students to write about the environment for various audiences, with a focus on specific current efforts to promote sustainability on the Urbana-Champaign campus. We will practice effective techniques for each stage of the writing process-from defining topics, to gathering information, to crafting active, engaging prose. Readings will include models of effective environmental writing and ""how to"" pieces by experts. Research will include visits to campus sites and student-conducted interviews with subjects. Same as ENGL 360. Prerequisite: Completion of campus Composition I general education requirement.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ESE/360/10076.xml,ACP,,ARRANGED,,Environmental Writing,360,,winter,1,2020,10076,J,Tomkin,Same as ENGL 360. Prerequisite: Completion of campus Composition I general education requirement.,A  ,Online
3,2020-01-17Z,2019-12-23Z,ENGL,Same as ESE 360. See ESE 360.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ENGL/360/10077.xml,ACP,,ARRANGED,,Environmental Writing,360,,winter,1,2020,10077,J,Tomkin,Same as ESE 360. See ESE 360.,A  ,Online
2,2020-01-17Z,2019-12-23Z,ECON,"Introduction to the theory of international trade and finance with selected application to current problems of  trade policy, balance of payments adjustment, the international monetary system, and globalization issues. 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: ECON 302 or equivalent, or consent of instructor; ECON 303 is recommended.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/420/10080.xml,,,ARRANGED,,International Economics,420,,winter,1,2020,10080,I,DiIanni,"3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: ECON 302 or equivalent, or consent of instructor; ECON 303 is recommended.",ONL,Online
3,2020-01-17Z,2019-12-23Z,MUS,"Courses within this rubric provide an analytical and historical introduction to genres of popular music from the United States and around the world. Iterations of the course may focus on a specific genre, such as Rock, Reggae, or Afropop, or may deal with broader subjects, such as the continua of styles including R&B, Soul, Funk, and Hip Hop, or the pan-generic, international phenomenon of pop music globalization in the twentieth century.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/MUS/132/10055.xml,"CS, HUM",,ARRANGED,,Popular Music Studies,132,,winter,1,2020,10055,M,Eagen,,A  ,Online
3,2020-01-17Z,2019-12-23Z,MACS,"Examines the notion that the mass media influence our development as gendered individuals, looking at those who argue for and against this notion. Considers different forms of feminist theory applied to the study of mass media, the history and scholarly criticisms of the media and their portrayal of women, and feminist attempts to create alternatives to mainstream media images. Throughout, the course considers representation of minorities in the dominant media and examines newly created alternative representations. Same as GWS 356.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/MACS/356/10011.xml,CS,,ARRANGED,,Sex & Gender in Popular Media,356,,winter,1,2020,10011,J,Robinson,Same as GWS 356.,A  ,Online
3,2020-01-17Z,2019-12-23Z,THEA,"Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/THEA/101/10070.xml,HUM,,ARRANGED,,Introduction to Theatre Arts,101,,winter,1,2020,10070,J,Morrissette,Credit not given for both THEA 101 and THEA 102.,ON2,Online
3,2020-01-17Z,2019-12-23Z,THEA,"Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/THEA/101/10070.xml,HUM,,ARRANGED,,Introduction to Theatre Arts,101,,winter,1,2020,10070,N,Peckens,Credit not given for both THEA 101 and THEA 102.,ON2,Online
3,2020-01-17Z,2019-12-23Z,THEA,"Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/THEA/101/10069.xml,HUM,,ARRANGED,,Introduction to Theatre Arts,101,,winter,1,2020,10069,J,Morrissette,Credit not given for both THEA 101 and THEA 102.,ON1,Online
3,2020-01-17Z,2019-12-23Z,THEA,"Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/THEA/101/10069.xml,HUM,,ARRANGED,,Introduction to Theatre Arts,101,,winter,1,2020,10069,N,Peckens,Credit not given for both THEA 101 and THEA 102.,ON1,Online
3,2020-01-17Z,2019-12-23Z,DANC,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/DANC/100/10027.xml,"CS, HUM",,ARRANGED,,Intro to Contemporary Dance,100,,winter,1,2020,10027,K,Beck,For non-dance majors.,OL1,Online
3,2020-01-17Z,2019-12-23Z,DANC,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/DANC/100/10027.xml,"CS, HUM",,ARRANGED,,Intro to Contemporary Dance,100,,winter,1,2020,10027,E,Emadian,For non-dance majors.,OL1,Online
3,2020-01-17Z,2019-12-23Z,MUS,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. Prerequisite: For non-music majors only.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/MUS/130/10031.xml,"CS, HUM",,ARRANGED,,Introd to the Art of Music,130,,winter,1,2020,10031,G,Magee,Prerequisite: For non-music majors only.,A  ,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Application of economic theory to topical issues such as pollution, climate change, and the environmental impacts of overpopulation. Both market-based and regulatory solutions to these problems are discussed. 3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 202; ECON 302; MATH 220/MATH 221 or other Calculus course.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/415/10081.xml,,,ARRANGED,,Environmental Economics,415,,winter,1,2020,10081,B,Buckley,3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 202; ECON 302; MATH 220/MATH 221 or other Calculus course.,ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Application of economic theory to topical issues such as pollution, climate change, and the environmental impacts of overpopulation. Both market-based and regulatory solutions to these problems are discussed. 3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 202; ECON 302; MATH 220/MATH 221 or other Calculus course.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/415/10081.xml,,,ARRANGED,,Environmental Economics,415,,winter,1,2020,10081,C,Fang,3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 202; ECON 302; MATH 220/MATH 221 or other Calculus course.,ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"The modern theory of the determination of the level and rate of growth of income, employment, output, and the price level; discusses alternate fiscal and monetary policies to facilitate full employment and economic growth. Prerequisite: ECON 102; ECON 103; and one of MATH 220, MATH 221, MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/303/10052.xml,,,ARRANGED,,Inter Macroeconomic Theory,303,,winter,1,2020,10052,E,McDermott,"Prerequisite: ECON 102; ECON 103; and one of MATH 220, MATH 221, MATH 234.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"The modern theory of the determination of the level and rate of growth of income, employment, output, and the price level; discusses alternate fiscal and monetary policies to facilitate full employment and economic growth. Prerequisite: ECON 102; ECON 103; and one of MATH 220, MATH 221, MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/303/10052.xml,,,ARRANGED,,Inter Macroeconomic Theory,303,,winter,1,2020,10052,D,Rodrigues Silva Tabak,"Prerequisite: ECON 102; ECON 103; and one of MATH 220, MATH 221, MATH 234.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Microeconomic analysis including value and distribution theory; analysis of the pricing of the factors of production integrated in a micro-general equilibrium context which builds towards explaining the resource allocation process. Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/302/10026.xml,,,ARRANGED,,Inter Microeconomic Theory,302,,winter,1,2020,10026,B,Buckley,"Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Microeconomic analysis including value and distribution theory; analysis of the pricing of the factors of production integrated in a micro-general equilibrium context which builds towards explaining the resource allocation process. Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/302/10026.xml,,,ARRANGED,,Inter Microeconomic Theory,302,,winter,1,2020,10026,C,Fang,"Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Continuation of ECON 202. Builds upon point and interval estimation as well as hypothesis testing skills first introduced in ECON 202. Utilizes a practical project format to extend the student skill set to include simple and multiple linear regression and time series techniques. Students will: Understand the relevance of statistics in their future course-work and professions; Be trained to identify the proper statistical technique to apply to a problem; Be adept at finding the answers to statistical queries using excel; Be able to properly interpret the results of their analysis. Students must have completed a course on probability and statistical analysis before taking ECON 203. The best course to meet this requirement is ECON 202 at the University of Illinois. Prerequisite: ECON 202; one of MATH 220, MATH 221, or MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/203/10021.xml,,,ARRANGED,,Economic Statistics II,203,,winter,1,2020,10021,R,Armendariz Buaun,"Students must have completed a course on probability and statistical analysis before taking ECON 203. The best course to meet this requirement is ECON 202 at the University of Illinois. Prerequisite: ECON 202; one of MATH 220, MATH 221, or MATH 234.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Continuation of ECON 202. Builds upon point and interval estimation as well as hypothesis testing skills first introduced in ECON 202. Utilizes a practical project format to extend the student skill set to include simple and multiple linear regression and time series techniques. Students will: Understand the relevance of statistics in their future course-work and professions; Be trained to identify the proper statistical technique to apply to a problem; Be adept at finding the answers to statistical queries using excel; Be able to properly interpret the results of their analysis. Students must have completed a course on probability and statistical analysis before taking ECON 203. The best course to meet this requirement is ECON 202 at the University of Illinois. Prerequisite: ECON 202; one of MATH 220, MATH 221, or MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/203/10021.xml,,,ARRANGED,,Economic Statistics II,203,,winter,1,2020,10021,G,Marques de Amorim,"Students must have completed a course on probability and statistical analysis before taking ECON 203. The best course to meet this requirement is ECON 202 at the University of Illinois. Prerequisite: ECON 202; one of MATH 220, MATH 221, or MATH 234.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Introduction of basic concepts in statistics including the presentation of data, descriptive statistics, probability theory, discrete and continuous distributions, sampling distributions, estimation, and hypothesis testing. The approach of the class includes both learning the concepts behind basic statistics and also how to apply these concepts in ""real-life"" situations. Utilizes a practical project format. To complete the Business Statistics sequence, students must also complete ECON 203. Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/202/10051.xml,QR,,ARRANGED,,Economic Statistics I,202,,winter,1,2020,10051,C,Schultz,"Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Introduction of basic concepts in statistics including the presentation of data, descriptive statistics, probability theory, discrete and continuous distributions, sampling distributions, estimation, and hypothesis testing. The approach of the class includes both learning the concepts behind basic statistics and also how to apply these concepts in ""real-life"" situations. Utilizes a practical project format. To complete the Business Statistics sequence, students must also complete ECON 203. Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/202/10051.xml,QR,,ARRANGED,,Economic Statistics I,202,,winter,1,2020,10051,J,Vogler,"Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Introduction to the theory of determination of total or aggregate income, employment, output, price levels, and the role of money in the economy. Primary emphasis on monetary and fiscal policy, inflation, unemployment, economic growth, and international economics.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/103/10020.xml,SBS,,ARRANGED,,Macroeconomic Principles,103,,winter,1,2020,10020,S,Laumer,,ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Introduction to the theory of determination of total or aggregate income, employment, output, price levels, and the role of money in the economy. Primary emphasis on monetary and fiscal policy, inflation, unemployment, economic growth, and international economics.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/103/10020.xml,SBS,,ARRANGED,,Macroeconomic Principles,103,,winter,1,2020,10020,E,McDermott,,ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Introduction to the functions of individual decision-makers, both consumers and producers, within the larger economic system. Primary emphasis on the nature and functions of product markets, the theory of the firm under varying conditions of competition and monopoly, and the role of government in prompting efficiency in the economy. Credit is not given for ECON 102 and ACE 100.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/102/10019.xml,SBS,,ARRANGED,,Microeconomic Principles,102,,winter,1,2020,10019,A,Hardiman,Credit is not given for ECON 102 and ACE 100.,ONL,Online
3,2020-01-17Z,2019-12-23Z,ECON,"Introduction to the functions of individual decision-makers, both consumers and producers, within the larger economic system. Primary emphasis on the nature and functions of product markets, the theory of the firm under varying conditions of competition and monopoly, and the role of government in prompting efficiency in the economy. Credit is not given for ECON 102 and ACE 100.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ECON/102/10019.xml,SBS,,ARRANGED,,Microeconomic Principles,102,,winter,1,2020,10019,J,Vazquez,Credit is not given for ECON 102 and ACE 100.,ONL,Online
3,2020-01-17Z,2019-12-23Z,ESE,Same as GEOG 210. See GEOG 210.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ESE/210/10010.xml,SBS,,ARRANGED,,Social & Environmental Issues,210,,winter,1,2020,10010,D,Liu,Same as GEOG 210. See GEOG 210.,ONL,Online
3,2020-01-17Z,2019-12-23Z,ESE,Same as ATMS 120. See ATMS 120.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ESE/120/10038.xml,"NAT, QR",,ARRANGED,,Severe and Hazardous Weather,120,,winter,1,2020,10038,J,Choate,Same as ATMS 120. See ATMS 120.,ONL,Online
3,2020-01-17Z,2019-12-23Z,ESE,Same as GEOL 118 and GLBL 118. See GEOL 118.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ESE/118/10008.xml,NAT,,ARRANGED,,Natural Disasters,118,,winter,1,2020,10008,S,Altaner,Same as GEOL 118 and GLBL 118. See GEOL 118.,A  ,Online
3,2020-01-17Z,2019-12-23Z,ESE,Same as GEOL 117. See GEOL 117.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ESE/117/10050.xml,NAT,,ARRANGED,,The Oceans,117,,winter,1,2020,10050,J,Pettijohn,Same as GEOL 117. See GEOL 117.,A  ,Online
3,2020-01-17Z,2019-12-23Z,ESE,Same as GEOL 111. See GEOL 111.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ESE/111/10075.xml,NAT,,ARRANGED,,Emergence of Life,111,,winter,1,2020,10075,M,Christie,Same as GEOL 111. See GEOL 111.,A  ,Online
3,2020-01-17Z,2019-12-23Z,GEOG,"In-depth exploration of global urbanization. Using a comparative regional approach, discuss the recent history of global urbanization, dissect its problems, and offer possible solutions. Approximately ten major regions of the world will be examined, exploring the significant  urban patterns and processes, built and natural environments, and social, economic, and cultural landscapes of each.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/GEOG/204/10047.xml,"SBS, CS",,ARRANGED,,Cities of the World,204,,winter,1,2020,10047,F,Winata,,ONL,Online
3,2020-01-17Z,2019-12-23Z,GEOL,"Integrated introduction to oceanography and marine geology and geophysics. Topics include ocean-basin formation and evolution (in the context of plate tectonics), ocean ecology, the hydrologic cycle, water chemistry, currents and waves, the interaction of oceans with climate, coastal hazards, resources, pollution, and the Law of the Sea. Course is oriented toward students not majoring in science. Same as ESE 117.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/GEOL/117/10049.xml,NAT,,ARRANGED,,The Oceans,117,,winter,1,2020,10049,J,Pettijohn,Same as ESE 117.,A  ,Online
3,2020-01-17Z,2019-12-23Z,GEOL,"Examines important theoretical and practical questions regarding the origin and evolution of life, as well as the search for life elsewhere in the universe. Uses the pioneering work of Carl Woese, whose ""Tree of Life"" revolutionized our understanding of the fundamental structure and evolutionary relatedness of all living entities on Earth. Same as ESE 111. Additional fees may apply. See Class Schedule.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/GEOL/111/10074.xml,NAT,,ARRANGED,,Emergence of Life,111,,winter,1,2020,10074,M,Christie,Same as ESE 111. Additional fees may apply. See Class Schedule.,A  ,Online
3,2020-01-17Z,2019-12-23Z,BADM,"Explores methods of design and management of manufacturing and service business processes; central concepts include managing process-speed, -capacity, -inventory, and -uncertainty; additional topics include simultaneous product and process design, and an introduction to quality management, process improvement and lean thinking.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/BADM/375/10016.xml,,,ARRANGED,,Operations Management,375,,winter,1,2020,10016,N,Scott,,OL ,Online
3,2020-01-17Z,2019-12-23Z,BADM,"Examines the information technology and its impact on modern organizations. Topics include: (1) IT, Internet Technologies, E-Commerce and business models, (2) organizing and modeling enterprise data, (3) Network protocol and architecture, (4) development of IT systems, and (5) IT management and organization design.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/BADM/350/10015.xml,,,ARRANGED,,IT for Networked Organizations,350,,winter,1,2020,10015,V,Sachdev,,OL ,Online
3,2020-01-17Z,2019-12-23Z,BADM,"Emphasizes the concepts of planning, organization, control, and decision making as they are applied in the management of the marketing function. Provides an overview of aspects of the marketing discipline.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/BADM/320/10056.xml,,,ARRANGED,,Principles of Marketing,320,,winter,1,2020,10056,S,Gill,,OL ,Online
3,2020-01-17Z,2019-12-23Z,BADM,"General analysis of management and organizational behavior from a systems point of view, including classical organizational theory and management, organizational behavior, and management science; environmental forces; planning, organizing, and control processes; motivation, incentives, leadership, communication, and interpersonal relations; and discussion of production and decision-making and mathematical models.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/BADM/310/10014.xml,,,ARRANGED,,Mgmt and Organizational Beh,310,,winter,1,2020,10014,S,Gill,,OL ,Online
3,2020-01-17Z,2019-12-23Z,BADM,"Introduction to law and the legal system, litigation, contracts, business organizations, intellectual property, employment law and governmental regulation of business.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/BADM/300/10013.xml,,,ARRANGED,,The Legal Environment of Bus,300,,winter,1,2020,10013,M,Fricke,,OL ,Online
3,2020-01-17Z,2019-12-23Z,ADV,"In this course, you will develop a rich knowledge base of advertising and the advertising industry as it has evolved in the United States over the last two centuries. Included will be an analysis of the key events, forces, people and technology.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ADV/312/10003.xml,,,ARRANGED,,Advertising History,312,,winter,1,2020,10003,J,Chambers,,A  ,Online
3,2020-01-17Z,2019-12-23Z,ASTR,"Introduces the student to the basic concepts of modern astronomy. Covers topics including the night sky; the solar system and its origin; the nature and evolution of stars; stellar remnants, including white dwarfs, neutron stars, and black holes; extrasolar planetary systems; galaxies and quasars; dark matter and dark energy; the Big Bang and the fate of the universe; and life in the universe. Credit is not given for ASTR 100 if credit in any of ASTR 121, ASTR 122, ASTR 210, or equivalent has been earned. Students with credit in PHYS 211 are encouraged to take ASTR 210.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/ASTR/100/10005.xml,NAT,,ARRANGED,,Introduction to Astronomy,100,,winter,1,2020,10005,B,Dunne,"Credit is not given for ASTR 100 if credit in any of ASTR 121, ASTR 122, ASTR 210, or equivalent has been earned. Students with credit in PHYS 211 are encouraged to take ASTR 210.",ONL,Online
4,2020-01-17Z,2019-12-23Z,SPAN,"Introduction to Spanish in business, law, medical, education & social service fields, with a focus on the importance of bilingualism in the U.S., strategies for lifelong learning, and culture considerations. The development of functional use of Spanish within the professional context is the major focus of the course. This is considered a fourth level course for purposes of fulfilling the University General Education Language requirement. Credit is not given for both SPAN 141 and SPAN 142. Prerequisite: SPAN 130 (formerly numbered 103), equivalent course, or placement score.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/winter/SPAN/142/10082.xml,,,ARRANGED,,Spanish in the Professions,142,,winter,1,2020,10082,M,Bowles,"Credit is not given for both SPAN 141 and SPAN 142. Prerequisite: SPAN 130 (formerly numbered 103), equivalent course, or placement score.",B  ,Online
