course_credit_hour,course_date_end,course_date_start,course_dept,course_description,course_explorer_link,course_gened,course_hour_end,course_hour_start,course_location,course_name,course_num,course_room_num,course_semester,course_term,course_year,crn,prof_fname,prof_lname,section_info,section_num,section_type
3,2017-08-03Z,2017-06-12Z,ANTH,"Critical consideration of data and information bearing on current controversies and ideas concerning selected aspects of human behavior. Topics to be discussed include communication; social organization; and parental, sexual, and aggressive behavior. Same as HDFS 143.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ANTH/143/36297.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""NAT""><description>Natural Sciences &amp; Technology</description><ns2:genEdAttributes><genEdAttribute code=""1LS"">Nat Sci &amp; Tech - Life Sciences</genEdAttribute></ns2:genEdAttributes></category>",,ARRANGED,,Biology of Human Behavior,143,,summer,S2,2017,36297,S,Sanford,Same as HDFS 143.,ONL,Online
3,2017-06-09Z,2017-05-15Z,ANTH,"Anthropology was first envisioned as a holistic discipline, combining insights from the study of human anatomy and evolution, research on material remains of human settlements, and the analysis of social interaction in language and other cultural practices. Following this tradition, this course explores the questions about where humans came from, how societies live and communicate, and why human cultural groups vary. This course can be used to fulfill either Western or non-Western general education categories, but not both.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ANTH/101/39095.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""SBS""><description>Social &amp; Behavioral Sciences</description><ns2:genEdAttributes><genEdAttribute code=""1SS"">Social &amp; Beh Sci - Soc Sci</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1WCC"">Cultural Studies - Western</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""CS""><description>Cultural Studies</description><ns2:genEdAttributes><genEdAttribute code=""1NW"">Cultural Studies - Non-West</genEdAttribute></ns2:genEdAttributes></category>",11:50 AM,09:00 AM,Davenport Hall,Introduction to Anthropology,101,116,summer,S1,2017,39095,A,Carter,"This course can be used to fulfill either Western or non-Western general education categories, but not both.",1  ,Lecture-Discussion
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,J,El Karkafi,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,J,Krushnowski,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,E,Saadah,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,J,El Karkafi,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,J,Krushnowski,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,E,Saadah,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,J,El Karkafi,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,J,Krushnowski,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-08-03Z,2017-07-10Z,ARAB,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/404/33676.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic II,404,G23,summer,S2B,2017,33676,E,Saadah,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.,B1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,J,El Karkafi,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,J,Krushnowski,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,E,Saadah,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,J,El Karkafi,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,J,Krushnowski,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,E,Saadah,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,J,El Karkafi,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,J,Krushnowski,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
4,2017-07-07Z,2017-06-12Z,ARAB,Survey of more advanced grammar; emphasis on increasing conversational fluency in the formal noncolloquial style; and reading of prose texts reflecting aspects of Arabic culture. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/403/33675.xml,,01:50 PM,01:00 PM,Foreign Languages Building,Intermediate Stand Arabic I,403,G3,summer,S2A,2017,33675,E,Saadah,4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 202.,A1 ,Laboratory
1,,,ARAB,May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/199/38881.xml,,,ARRANGED,,Undergraduate Open Seminar,199,,summer,,2017,38881,A,Albirini,May be repeated.,CT ,Online
1,,,ARAB,May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/199/38881.xml,,,ARRANGED,,Undergraduate Open Seminar,199,,summer,,2017,38881,Z,Hermes,May be repeated.,CT ,Online
1,,,ARAB,May be repeated.,https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/199/38881.xml,,,ARRANGED,,Undergraduate Open Seminar,199,,summer,,2017,38881,E,Saadah,May be repeated.,CT ,Online
3,2017-07-07Z,2017-06-12Z,ARAB,"Selected readings from Modern Standard Arabic authors, with a focus on novels, plays, and basic poetry illustrative of Arab cultural issues and advanced level MSA grammar, as well as development of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/407/34653.xml,,12:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic Lang&Lit I,407,G3,summer,S2A,2017,34653,J,Krushnowski,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.,A2 ,Laboratory
3,2017-07-07Z,2017-06-12Z,ARAB,"Selected readings from Modern Standard Arabic authors, with a focus on novels, plays, and basic poetry illustrative of Arab cultural issues and advanced level MSA grammar, as well as development of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/407/34653.xml,,12:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic Lang&Lit I,407,G3,summer,S2A,2017,34653,E,Saadah,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.,A2 ,Laboratory
3,2017-07-07Z,2017-06-12Z,ARAB,"Selected readings from Modern Standard Arabic authors, with a focus on novels, plays, and basic poetry illustrative of Arab cultural issues and advanced level MSA grammar, as well as development of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/407/34653.xml,,12:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic Lang&Lit I,407,G3,summer,S2A,2017,34653,J,Krushnowski,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.,A2 ,Laboratory
3,2017-07-07Z,2017-06-12Z,ARAB,"Selected readings from Modern Standard Arabic authors, with a focus on novels, plays, and basic poetry illustrative of Arab cultural issues and advanced level MSA grammar, as well as development of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/407/34653.xml,,12:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic Lang&Lit I,407,G3,summer,S2A,2017,34653,E,Saadah,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.,A2 ,Laboratory
3,2017-07-07Z,2017-06-12Z,ARAB,"Selected readings from Modern Standard Arabic authors, with a focus on novels, plays, and basic poetry illustrative of Arab cultural issues and advanced level MSA grammar, as well as development of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/407/34653.xml,,12:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic Lang&Lit I,407,G3,summer,S2A,2017,34653,J,Krushnowski,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.,A2 ,Laboratory
3,2017-08-03Z,2017-07-10Z,ARAB,"Continuation of ARAB 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/408/34655.xml,,01:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic LangLit II,408,G3,summer,S2B,2017,34655,J,Krushnowski,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.,A2 ,Laboratory
3,2017-08-03Z,2017-07-10Z,ARAB,"Continuation of ARAB 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/408/34655.xml,,01:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic LangLit II,408,G3,summer,S2B,2017,34655,E,Saadah,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.,A2 ,Laboratory
3,2017-08-03Z,2017-07-10Z,ARAB,"Continuation of ARAB 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/408/34655.xml,,01:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic LangLit II,408,G3,summer,S2B,2017,34655,J,Krushnowski,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.,A2 ,Laboratory
3,2017-08-03Z,2017-07-10Z,ARAB,"Continuation of ARAB 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/408/34655.xml,,01:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic LangLit II,408,G3,summer,S2B,2017,34655,E,Saadah,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.,A2 ,Laboratory
3,2017-08-03Z,2017-07-10Z,ARAB,"Continuation of ARAB 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/408/34655.xml,,01:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic LangLit II,408,G3,summer,S2B,2017,34655,J,Krushnowski,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.,A2 ,Laboratory
3,2017-08-03Z,2017-07-10Z,ARAB,"Continuation of ARAB 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/408/34655.xml,,01:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic LangLit II,408,G3,summer,S2B,2017,34655,E,Saadah,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407.,A2 ,Laboratory
3,2017-07-07Z,2017-06-12Z,ARAB,"Selected readings from Modern Standard Arabic authors, with a focus on novels, plays, and basic poetry illustrative of Arab cultural issues and advanced level MSA grammar, as well as development of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARAB/407/34653.xml,,12:50 PM,12:00 PM,Foreign Languages Building,Topics Stand Arabic Lang&Lit I,407,G3,summer,S2A,2017,34653,E,Saadah,3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 406.,A2 ,Laboratory
0,2017-08-03Z,2017-05-15Z,ARCH,"Full-time or part-time professionally supervised field experience in design intended to introduce students to the practice of architecture in a commercial firm or agency of government. Students work in the school-approved firm or agency of their choice. Written work reports and reflective experiential learning reports are required. 0 undergraduate hours. 0 graduate hours. Approved for S/U grading only. May be repeated in separate terms a maximum of 3 times.Prerequisite: Graduate standing or upper-level undergraduate standing, or consent of instructor. For students enrolled in the BSAS and M.Arch. programs of study only.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARCH/491/38428.xml,,,ARRANGED,,Arch Professional Internship,491,,summer,SF,2017,38428,R,Deutsch,"0 undergraduate hours. 0 graduate hours. Approved for S/U grading only. May be repeated in separate terms a maximum of 3 times.Prerequisite: Graduate standing or upper-level undergraduate standing, or consent of instructor. For students enrolled in the BSAS and M.Arch. programs of study only.",L  ,Conference
0,2017-08-03Z,2017-05-15Z,ARCH,"Full-time or part-time professionally supervised field experience in design intended to introduce students to the practice of architecture in a commercial firm or agency of government. Students work in the school-approved firm or agency of their choice. Written work reports and reflective experiential learning reports are required. 0 undergraduate hours. 0 graduate hours. Approved for S/U grading only. May be repeated in separate terms a maximum of 3 times.Prerequisite: Graduate standing or upper-level undergraduate standing, or consent of instructor. For students enrolled in the BSAS and M.Arch. programs of study only.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARCH/491/38428.xml,,,ARRANGED,,Arch Professional Internship,491,,summer,SF,2017,38428,L,Waldrep,"0 undergraduate hours. 0 graduate hours. Approved for S/U grading only. May be repeated in separate terms a maximum of 3 times.Prerequisite: Graduate standing or upper-level undergraduate standing, or consent of instructor. For students enrolled in the BSAS and M.Arch. programs of study only.",L  ,Conference
4,2017-08-03Z,2017-05-15Z,ARCH,"Concrete materials; behavior of reinforced concrete construction; behavior and design of structural elements, one-way slabs, beams, and girders; columns; ACI code requirements; and introduction to continuity in reinforced concrete structures.  undergraduate hours. 4 graduate hours. Prerequisite: ARCH 352.",https://courses.illinois.edu/cisapp/explorer/schedule/2017/summer/ARCH/452/39426.xml,,07:20 PM,06:00 PM,,Theory of Reinforced Concrete,452,,summer,1,2017,39426,M,Mitalski,undergraduate hours. 4 graduate hours. Prerequisite: ARCH 352.,ONL,Online
